model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean
lstm_baseline,train,0.9005681818181818,0.7931034482758621,0.4423076923076923,0.5679012345679012,0.8013461538461539,0.5114252544959462,0.3835482316745427,0.23613959594242592,23,294,6,29,0.5000000000000001,0.9005681818181818,0.4423076923076923,0.7931034482758621,0.5679012345679012,0.5149738828433431,0.5149738828433431
lstm_baseline,val,0.972972972972973,1.0,0.8181818181818182,0.9,0.886002886002886,0.8582342954159594,0.4565130959193675,0.23489819619407126,9,63,0,2,0.5000000000000001,0.972972972972973,0.8181818181818182,1.0,0.9,0.5123547868032574,0.5123547868032574
lstm_baseline,test,0.922077922077922,0.75,0.75,0.75,0.8717948717948718,0.8122665732959852,0.405222960366463,0.23511026936350715,9,62,3,3,0.5000000000000001,0.922077922077922,0.75,0.75,0.75,0.5125108528815505,0.5125108528815505
