model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean
lstm_baseline,train,0.5369318181818182,0.24528301886792453,0.9454545454545454,0.3895131086142322,0.876951331496786,0.7921382491382208,0.14539099804702887,0.07340465056810364,52,137,160,3,0.20000000000000004,0.5369318181818182,0.9454545454545454,0.24528301886792453,0.3895131086142322,0.6998216658204246,0.6998216658204246
lstm_baseline,val,0.4864864864864865,0.2,0.8181818181818182,0.32142857142857145,0.7546897546897546,0.5732135732135732,0.15594621435725303,0.13047009062800147,9,27,36,2,0.20000000000000004,0.4864864864864865,0.8181818181818182,0.2,0.32142857142857145,0.701242319789311,0.701242319789311
lstm_baseline,test,0.4805194805194805,0.22,0.9166666666666666,0.3548387096774193,0.926923076923077,0.8774813350900309,0.19586976718958754,0.09726822906508668,11,26,39,1,0.20000000000000004,0.4805194805194805,0.9166666666666666,0.22,0.3548387096774193,0.6482860769662565,0.6482860769662565
