model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean,class_imbalance_gt_5_to_1,duplicate_train_val,duplicate_train_test,duplicate_val_test
logistic_regression,train,1.0,0.9999999998275861,0.9999999998275861,0.9999999948275862,1.0,1.0,0.10796418192782183,0.030718627373225216,58,319,0,0,0.30000000000000004,1.0,0.9999999998275861,0.9999999998275861,0.9999999948275862,0.8538866379422518,0.8538866379422518,True,0,0,0
logistic_regression,val,0.9054054054054054,0.6999999992999999,0.6363636357851239,0.6666666610430839,0.7474747474747475,0.6490609949213846,0.08894765566497034,0.0882859555553358,7,60,3,4,0.30000000000000004,0.9054054054054054,0.6363636357851239,0.6999999992999999,0.6666666610430839,0.8496881472926927,0.8496881472926927,True,0,0,0
logistic_regression,test,0.935064935064935,0.8888888879012344,0.666666666111111,0.7619047562811792,0.9346153846153846,0.8476410934744268,0.09814108520196559,0.06979160473358567,8,64,1,4,0.30000000000000004,0.935064935064935,0.666666666111111,0.8888888879012344,0.7619047562811792,0.8348332430394636,0.8348332430394636,True,0,0,0
random_forest,train,1.0,0.9999999998275861,0.9999999998275861,0.9999999948275862,1.0,1.0000000000000002,0.019136143491783535,0.000452072586269674,58,319,0,0,0.25000000000000006,1.0,0.9999999998275861,0.9999999998275861,0.9999999948275862,0.8276522442409673,0.8276522442409673,True,0,0,0
random_forest,val,0.9054054054054054,0.6999999992999999,0.6363636357851239,0.6666666610430839,0.79004329004329,0.6788949147581756,0.049196883324402016,0.07728638674791198,7,60,3,4,0.25000000000000006,0.9054054054054054,0.6363636357851239,0.6999999992999999,0.6666666610430839,0.8496881741639999,0.8496881741639999,True,0,0,0
random_forest,test,0.9090909090909091,0.7777777769135802,0.5833333328472222,0.6666666611337869,0.9333333333333333,0.7943353592021195,0.06501016893494149,0.06084506827974617,7,63,2,5,0.25000000000000006,0.9090909090909091,0.5833333328472222,0.7777777769135802,0.6666666611337869,0.8463808263361222,0.8463808263361222,True,0,0,0
