interval,accuracy_proposed_mean,accuracy_proposed_std,accuracy_bayesian_mean,accuracy_bayesian_std,accuracy_static_mean,accuracy_static_std,precision_proposed_mean,precision_proposed_std,precision_bayesian_mean,precision_bayesian_std,precision_static_mean,precision_static_std,recall_proposed_mean,recall_proposed_std,recall_bayesian_mean,recall_bayesian_std,recall_static_mean,recall_static_std,f1_proposed_mean,f1_proposed_std,f1_bayesian_mean,f1_bayesian_std,f1_static_mean,f1_static_std,tp_proposed_mean,tp_proposed_std,tp_bayesian_mean,tp_bayesian_std,tp_static_mean,tp_static_std,tn_proposed_mean,tn_proposed_std,tn_bayesian_mean,tn_bayesian_std,tn_static_mean,tn_static_std,fp_proposed_mean,fp_proposed_std,fp_bayesian_mean,fp_bayesian_std,fp_static_mean,fp_static_std,fn_proposed_mean,fn_proposed_std,fn_bayesian_mean,fn_bayesian_std,fn_static_mean,fn_static_std,pdr_proposed_mean,pdr_proposed_std,pdr_bayesian_mean,pdr_bayesian_std,pdr_static_mean,pdr_static_std,energy_proposed_mean,energy_proposed_std,energy_bayesian_mean,energy_bayesian_std,energy_static_mean,energy_static_std,trust_mean_proposed_mean,trust_mean_proposed_std,trust_std_proposed_mean,trust_std_proposed_std,trust_min_proposed_mean,trust_min_proposed_std,trust_max_proposed_mean,trust_max_proposed_std,blockchain_commit_latency_ms_mean,blockchain_commit_latency_ms_std,blockchain_failed_commits_mean,blockchain_failed_commits_std,blockchain_commit_success_rate_mean,blockchain_commit_success_rate_std,packet_count_proposed_mean,packet_count_proposed_std,packet_count_bayesian_mean,packet_count_bayesian_std,packet_count_static_mean,packet_count_static_std,compute_cost_proposed_mean,compute_cost_proposed_std,compute_cost_bayesian_mean,compute_cost_bayesian_std,compute_cost_static_mean,compute_cost_static_std,communication_distance_proposed_mean,communication_distance_proposed_std,communication_distance_bayesian_mean,communication_distance_bayesian_std,communication_distance_static_mean,communication_distance_static_std,routing_load_proposed_mean,routing_load_proposed_std,routing_load_bayesian_mean,routing_load_bayesian_std,routing_load_static_mean,routing_load_static_std,routing_distance_proposed_mean,routing_distance_proposed_std,routing_distance_bayesian_mean,routing_distance_bayesian_std,routing_distance_static_mean,routing_distance_static_std,routing_noise_proposed_mean,routing_noise_proposed_std,routing_noise_bayesian_mean,routing_noise_bayesian_std,routing_noise_static_mean,routing_noise_static_std
11,91.26666666666667,2.5551690528982407,73.0,5.555777773333511,86.0,0.0,96.66666666666667,17.950549357115015,24.148666666666664,10.014175863356018,0.0,0.0,37.62066666666667,18.24999505631592,44.28566666666666,19.6394405357066,0.0,0.0,52.053000000000004,20.081661476747055,30.928333333333335,12.800569019470277,0.0,0.0,2.6333333333333333,1.2775845264491201,3.1,1.374772708486752,0.0,0.0,43.0,0.0,33.4,2.5377155080899043,43.0,0.0,0.0,0.0,9.6,2.5377155080899043,0.0,0.0,4.366666666666666,1.27758452644912,3.9,1.374772708486752,7.0,0.0,90.41900000000003,3.9512667589015047,82.37866666666667,5.036980400553051,90.73733333333335,4.367600358193145,70.02033333333334,0.1256312947566089,70.35166666666667,0.11431195135340001,71.78766666666664,0.11546091209678803,0.9080166666666666,0.01005193458439165,0.11716333333333333,0.02528792179853633,0.37721666666666664,0.13453475903605316,0.9746866666666668,0.0031742435669340472,1495.406900000001,1.1368683772161603e-12,0.0,0.0,1.0,0.0,1.2621968333333333,0.014789559529351196,1.2490047,0.014398550066239323,1.233672733333333,0.012312155719540854,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,522.6624242666666,31.41239297261919,533.2693745333333,25.493292870327977,520.4019461666667,25.96611967359597,0.5368333333333334,0.006387922632245605,0.4865000000000002,0.014952703211571262,0.5500000000000003,2.220446049250313e-16,535.7867334666666,208.7054943183545,532.8933927999999,79.76673646293061,0.0,0.0,0.015193733333333329,0.08196619877036034,-0.003046966666666665,0.03302404682902378,0.0,0.0
12,91.73333333333333,2.293953404544701,70.06666666666666,6.228607834464741,86.0,0.0,100.0,0.0,23.99,8.519920187419599,0.0,0.0,40.95266666666667,16.38425238520886,52.857000000000006,20.91359305172914,0.0,0.0,56.23266666666668,16.318477039506135,32.702333333333335,11.769601432881611,0.0,0.0,2.8666666666666667,1.1469767022723503,3.7,1.4640127503998501,0.0,0.0,43.0,0.0,31.333333333333332,2.9135697844549546,43.0,0.0,0.0,0.0,11.666666666666666,2.9135697844549546,0.0,0.0,4.133333333333334,1.14697670227235,3.3,1.4640127503998501,7.0,0.0,90.82533333333336,4.417197251148691,81.042,6.211347357860451,90.78366666666666,4.233718998180625,67.29733333333334,0.13849027242213013,67.66199999999999,0.1215565711921821,69.225,0.11842719282327059,0.9029633333333333,0.009368012358849421,0.12183666666666665,0.024207608767125723,0.3447766666666667,0.12700621948900334,0.9732666666666667,0.003424843873164958,1505.3594999999993,6.821210263296962e-13,0.0,0.0,1.0,0.0,1.2565510999999998,0.014410157911117173,1.2447878000000003,0.012098629810574961,1.2343730333333336,0.0110531235298243,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,527.3857085000001,25.151308132042136,533.0731732333335,29.62719413894553,530.6373290333333,21.567577136000295,0.5356666666666668,0.0057348835113617555,0.4731666666666666,0.01700408447664527,0.5500000000000003,2.220446049250313e-16,577.4104894666667,168.14391304744743,522.3455298666665,62.18504539864385,0.0,0.0,0.020606366666666664,0.0558010624131138,-0.004254833333333333,0.023026193416894207,0.0,0.0
13,91.86666666666666,2.3055488621054114,78.73333333333333,5.525295366664925,86.0,0.0,100.0,0.0,31.573333333333334,15.347795788176084,0.0,0.0,41.90566666666666,16.4666889372319,39.048666666666676,17.662990447700402,0.0,0.0,57.239333333333335,15.9531888000139,33.95766666666666,14.1505942592136,0.0,0.0,2.933333333333333,1.1527744310527055,2.7333333333333334,1.2364824660660938,0.0,0.0,43.0,0.0,36.63333333333333,2.456058269305153,43.0,0.0,0.0,0.0,6.366666666666666,2.4560582693051525,0.0,0.0,4.066666666666666,1.1527744310527057,4.266666666666667,1.2364824660660938,7.0,0.0,88.6836666666667,4.154097160902983,84.84899999999999,3.7490384100459684,90.37733333333335,3.766717344791823,64.567,0.14429483705247315,64.96900000000001,0.12490930042768378,66.66166666666668,0.1338178695923021,0.8988766666666669,0.010247623572755236,0.1250933333333333,0.024748453599276778,0.32236666666666663,0.12812794213424156,0.9722033333333335,0.0034832440179937006,1496.0308000000002,2.2737367544323206e-13,0.0,0.0,1.0,0.0,1.2613991666666668,0.012849195899830562,1.2461126,0.014963385950601761,1.2344317333333334,0.012076841761358337,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,533.7961213333333,24.427430824166542,527.4478004333333,21.603431051959284,530.2997991666666,25.967643879934055,0.5353333333333334,0.0057638721552635335,0.5045,0.013683932183404019,0.5500000000000003,2.220446049250313e-16,548.8919403,167.4209056089256,538.3309181999998,73.71149225514166,0.0,0.0,0.017512366666666664,0.07933230510012229,0.010786766666666668,0.039320790809853026,0.0,0.0
14,92.06666666666666,2.159217965426886,75.33333333333333,5.641118880348313,86.0,0.0,100.0,0.0,27.47966666666667,10.123939774393936,0.0,0.0,43.33366666666667,15.42182857366647,44.28566666666666,16.639560427554034,0.0,0.0,58.86100000000001,15.086937915517078,33.45066666666666,11.768135489060654,0.0,0.0,3.033333333333333,1.0796089827134432,3.1,1.16476034731041,0.0,0.0,43.0,0.0,34.56666666666667,2.525646231935282,43.0,0.0,0.0,0.0,8.433333333333334,2.5256462319352826,0.0,0.0,3.966666666666667,1.0796089827134432,3.9,1.16476034731041,7.0,0.0,89.19633333333334,5.123398926060272,83.68166666666669,4.559387446674047,91.64833333333333,3.7650631542585784,61.840999999999994,0.15765680025506956,62.27866666666668,0.13761621351505932,64.10233333333333,0.13903676572123683,0.8943866666666666,0.009400486985021338,0.12971999999999997,0.02388298417981583,0.31042,0.13395862147195553,0.9708666666666665,0.003798362220162194,1500.2945000000007,6.821210263296962e-13,0.0,0.0,1.0,0.0,1.2613509,0.014908322830665201,1.2449241666666666,0.013739030657421054,1.2340789333333333,0.014116739465219602,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,532.0690163,31.00229772209958,531.0659621333333,16.836010589175725,523.5295477666667,25.38139663965873,0.5348333333333334,0.00539804491356722,0.49233333333333335,0.013707256796634731,0.5500000000000003,2.220446049250313e-16,537.7588752333334,148.05557448727183,527.6389052333333,84.4509867325018,0.0,0.0,-0.009269266666666668,0.05317387623945511,0.001982833333333333,0.03178804070410058,0.0,0.0
15,92.73333333333333,2.279376132970502,73.0,6.526867548832288,86.0,0.0,100.0,0.0,27.34733333333334,10.458984633106386,0.0,0.0,48.09533333333334,16.280517340947394,54.76100000000001,20.563893170636085,0.0,0.0,63.37200000000001,14.610000319415922,36.15833333333333,13.385626889399772,0.0,0.0,3.3666666666666667,1.1396880664852507,3.8333333333333335,1.439521525445946,0.0,0.0,43.0,0.0,32.666666666666664,2.7487370837451066,43.0,0.0,0.0,0.0,10.333333333333334,2.748737083745107,0.0,0.0,3.6333333333333333,1.1396880664852507,3.1666666666666665,1.439521525445946,7.0,0.0,89.39833333333335,3.5171333813522376,82.08900000000001,3.609281876865074,92.40066666666668,3.4497390561541823,59.11299999999999,0.17041420128616067,59.590333333333334,0.1481549489179782,61.54066666666668,0.14953111902060928,0.88931,0.009404798420664483,0.13384999999999997,0.02484186989741312,0.29213,0.12959369364800638,0.9698866666666668,0.0036110694014685227,1501.7676999999992,9.094947017729282e-13,0.0,0.0,1.0,0.0,1.260607,0.014496820460592965,1.2428518333333334,0.01696822343692928,1.2347722333333333,0.013955305625898052,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,529.6943628666667,21.18055143558342,531.5996381333333,26.123080549316782,522.8997317666667,28.974693698929364,0.5331666666666666,0.005698440332426258,0.4791666666666667,0.014667613605794527,0.5500000000000003,2.220446049250313e-16,537.5693701666667,148.72649546133934,523.9664482333333,58.22836342623418,0.0,0.0,-0.0008255666666666677,0.06692566179609698,0.010251600000000003,0.02719856948762808,0.0,0.0
16,93.0,2.2949219304078006,80.6,5.037194986630292,86.0,0.0,100.0,0.0,34.94433333333334,15.978646101038168,0.0,0.0,50.000000000000014,16.390971701925828,40.95266666666666,19.424093961423846,0.0,0.0,65.06466666666667,14.835929300930976,36.76599999999999,15.614411847179301,0.0,0.0,3.5,1.1474609652039003,2.8666666666666667,1.359738536958076,0.0,0.0,43.0,0.0,37.43333333333333,1.9439364415764435,43.0,0.0,0.0,0.0,5.566666666666666,1.9439364415764444,0.0,0.0,3.5,1.1474609652039003,4.133333333333334,1.3597385369580761,7.0,0.0,90.70733333333334,4.020786766569725,84.82533333333335,4.697714148628268,93.13033333333333,3.2746332958397377,56.39066666666666,0.18284662668173238,56.893000000000015,0.1582856068419784,58.98500000000001,0.15978631564269383,0.8838966666666667,0.010020228983855054,0.13791000000000003,0.024395906077318244,0.2833566666666666,0.12016197036592828,0.9668399999999999,0.0037844946822528334,1507.6871000000003,2.2737367544323206e-13,0.0,0.0,1.0,0.0,1.2598836333333334,0.014143082793326524,1.2468806000000001,0.013952426968333011,1.2307700333333333,0.015558416409312216,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,529.3924943333334,27.385982359579987,532.412677,24.691957925885355,523.1303004666667,23.03819366343564,0.5324999999999999,0.0057373048260195075,0.5078333333333332,0.011081766806586204,0.5500000000000003,2.220446049250313e-16,580.8961884333332,129.28033091611866,510.1818497000001,103.51562083087262,0.0,0.0,-0.006081266666666667,0.05579589519844229,0.018083399999999993,0.03849087100391468,0.0,0.0
17,93.26666666666667,2.502443250549795,78.33333333333333,6.574360974438673,86.0,0.0,100.0,0.0,32.93933333333334,15.163248757732918,0.0,0.0,51.90533333333334,17.87369663935123,47.61866666666668,19.283280449365687,0.0,0.0,66.645,14.51328810665132,38.54800000000001,16.303111032356167,0.0,0.0,3.6333333333333333,1.2512216252748973,3.3333333333333335,1.3498971154211057,0.0,0.0,43.0,0.0,35.833333333333336,2.367605447610635,43.0,0.0,0.0,0.0,7.166666666666667,2.367605447610635,0.0,0.0,3.3666666666666667,1.2512216252748973,3.6666666666666665,1.3498971154211057,7.0,0.0,89.01,4.495085464519371,85.48766666666668,4.852895825060423,90.34533333333333,4.41176890701325,53.666000000000004,0.1966655367199177,54.20133333333334,0.1761955983811434,56.421333333333315,0.16853749994849518,0.8789800000000002,0.010766194004072818,0.13973333333333335,0.024408281836750045,0.2734333333333333,0.11306050690768296,0.9649666666666666,0.0032293790252754338,1505.553,0.0,0.0,0.0,1.0,0.0,1.2572464999999997,0.015174442915090285,1.2480125000000004,0.013958368191996287,1.2344921333333334,0.010535335282541086,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,528.8311359333334,23.690478253285146,522.8895620999999,28.64408475226371,532.2595931999999,27.236621709229787,0.5318333333333334,0.006256108126374491,0.4974999999999999,0.010062305898749064,0.5500000000000003,2.220446049250313e-16,556.2896248666667,139.06142651387995,533.6748941666667,73.13936458725311,0.0,0.0,-0.014464066666666666,0.05638776741394262,2.8966666666666665e-05,0.03271388702114474,0.0,0.0
18,93.8,2.5482019804821854,83.86666666666666,3.9977771601506533,86.0,0.0,99.16666666666667,4.487637339278756,40.80300000000001,17.888672607733273,0.0,0.0,56.19000000000002,17.66300842627514,38.096,19.975994860498606,0.0,0.0,70.18066666666667,14.348236809990123,38.532,17.809807485390365,0.0,0.0,3.933333333333333,1.236482466066094,2.6666666666666665,1.3984117975602022,0.0,0.0,42.96666666666667,0.17950549357115006,39.266666666666666,1.38884444373331,43.0,0.0,0.03333333333333333,0.17950549357115,3.7333333333333334,1.3888444437333105,0.0,0.0,3.066666666666667,1.236482466066094,4.333333333333333,1.3984117975602022,7.0,0.0,90.10666666666665,3.9329838827819046,87.20600000000003,4.055013029161148,91.55199999999999,4.0317410631140485,50.940333333333335,0.21981027172440215,51.51366666666666,0.18592979559201636,53.859666666666655,0.18037892214877946,0.8729533333333334,0.011588923830777198,0.14481666666666668,0.024566780868119902,0.24714666666666665,0.11003522082598018,0.9636466666666668,0.0030254182447317216,1498.8810000000008,6.821210263296962e-13,0.0,0.0,1.0,0.0,1.2567720666666666,0.01485039622576523,1.2436331333333335,0.011914757420200464,1.2339775333333332,0.013616065855533386,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,530.5318545666667,26.75435340101978,528.8059640666667,25.74042734916923,531.3438729333333,24.735232613099097,0.5301666666666667,0.0061214558907356584,0.518,0.009712534856222319,0.5500000000000003,2.220446049250313e-16,538.4689933666666,153.68760375449418,530.143916,105.22971781337941,0.0,0.0,-0.007834066666666667,0.05884239868265815,-0.0024054999999999997,0.03504117214530168,0.0,0.0
19,94.06666666666666,2.5551690528982394,82.33333333333333,5.2936020082947515,86.0,0.0,99.16666666666667,4.487637339278756,39.604000000000006,17.669107994840413,0.0,0.0,58.094666666666676,17.663295980334162,43.33333333333334,18.250238598135883,0.0,0.0,71.736,14.42463531601406,40.67999999999999,16.756732179435623,0.0,0.0,4.066666666666666,1.236482466066094,3.033333333333333,1.27758452644912,0.0,0.0,42.96666666666667,0.17950549357115006,38.13333333333333,1.9618585292749553,43.0,0.0,0.03333333333333333,0.17950549357115,4.866666666666666,1.9618585292749549,0.0,0.0,2.933333333333333,1.236482466066094,3.966666666666667,1.27758452644912,7.0,0.0,90.05433333333333,4.138882847124598,86.70466666666668,4.165198461324771,92.30533333333331,3.7312024275768736,48.21666666666666,0.23599905837853596,48.81833333333335,0.20013467687756867,51.29233333333333,0.19319564062254527,0.8669866666666667,0.011875850378908547,0.1499333333333333,0.023882215605387665,0.22649999999999995,0.09072702647686262,0.9620899999999997,0.00425012548834345,1508.8321999999996,4.547473508864641e-13,0.0,0.0,1.0,0.0,1.2565318999999997,0.014255123851560638,1.2466314333333335,0.013802180546767103,1.2360993333333332,0.015193435934274012,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,526.8202626000001,24.34475629782716,530.8877848000001,27.654729123275942,535.3403846666666,25.254687809267477,0.5295,0.006103277807866856,0.5105000000000001,0.00994568583189047,0.5500000000000003,2.220446049250313e-16,537.6938239333334,156.9272944782146,494.9947092333335,90.61363319341639,0.0,0.0,-0.002605,0.0483647077244003,0.007109666666666667,0.03286770622696726,0.0,0.0
20,93.86666666666666,2.6297443897754693,81.53333333333333,5.649385413968102,86.0,0.0,99.16666666666667,4.487637339278756,39.024666666666675,15.214695031083892,0.0,0.0,56.66600000000001,18.249960292194242,48.571333333333335,17.918629548291044,0.0,0.0,70.38133333333332,15.662445473878664,42.56399999999999,15.380273642992615,0.0,0.0,3.966666666666667,1.27758452644912,3.4,1.2543258481484518,0.0,0.0,42.96666666666667,0.17950549357115006,37.36666666666667,2.243261514452165,43.0,0.0,0.03333333333333333,0.17950549357115,5.633333333333334,2.2432615144521653,0.0,0.0,3.033333333333333,1.27758452644912,3.6,1.2543258481484518,7.0,0.0,90.05666666666664,4.1025523220984725,86.78900000000003,4.957988402568123,90.65333333333335,3.414930290487477,45.501000000000005,0.2413759170533244,46.12,0.21088701556362702,48.72266666666667,0.21015761281053325,0.8614766666666666,0.01154846839291783,0.15415666666666666,0.023100284029037875,0.20814666666666665,0.08480245960793564,0.9608466666666667,0.005285434913251911,1503.868799999999,9.094947017729282e-13,0.0,0.0,1.0,0.0,1.2557748333333332,0.014345021127167729,1.2487705666666669,0.014459602114588853,1.236236566666667,0.015344857728640651,1.1200000000000006,4.440892098500626e-16,1.1000000000000005,4.440892098500626e-16,0.9499999999999995,4.440892098500626e-16,529.4814689666666,20.881627858533765,530.0033498333332,27.236090327645705,530.9693926333333,22.924392154906805,0.53,0.006324555320336765,0.5048333333333332,0.011437025642865185,0.5500000000000003,2.220446049250313e-16,533.8454301,163.44142913265702,518.0222737333335,77.37065901254633,0.0,0.0,-0.001160066666666668,0.05981821097900613,0.0009380666666666663,0.038269950458929114,0.0,0.0
