run_id,seed,interval,metric_name,value
1,42,9,trust_min_proposed,0.3513
1,42,9,trust_max_proposed,0.9801
1,42,9,blockchain_commit_latency_ms,1501.3002
1,42,9,blockchain_failed_commits,0.0
1,42,9,blockchain_commit_success_rate,1.0
1,42,9,packet_count_proposed,1.262685
1,42,9,packet_count_bayesian,1.257285
1,42,9,packet_count_static,1.240644
1,42,9,compute_cost_proposed,1.12
1,42,9,compute_cost_bayesian,1.1
1,42,9,compute_cost_static,0.95
1,42,9,communication_distance_proposed,481.858219
1,42,9,communication_distance_bayesian,487.860665
1,42,9,communication_distance_static,498.515239
1,42,9,routing_load_proposed,0.54
1,42,9,routing_load_bayesian,0.44
1,42,9,routing_load_static,0.55
1,42,9,routing_distance_proposed,459.735795
1,42,9,routing_distance_bayesian,566.411798
1,42,9,routing_distance_static,0.0
1,42,9,routing_noise_proposed,4.4e-05
1,42,9,routing_noise_bayesian,0.03248
1,42,9,routing_noise_static,0.0
1,42,10,accuracy_proposed,90.0
1,42,10,accuracy_bayesian,72.0
1,42,10,accuracy_static,86.0
1,42,10,precision_proposed,100.0
1,42,10,precision_bayesian,26.67
1,42,10,precision_static,0.0
1,42,10,recall_proposed,28.57
1,42,10,recall_bayesian,57.14
1,42,10,recall_static,0.0
1,42,10,f1_proposed,44.44
1,42,10,f1_bayesian,36.36
1,42,10,f1_static,0.0
1,42,10,tp_proposed,2.0
1,42,10,tp_bayesian,4.0
1,42,10,tp_static,0.0
1,42,10,tn_proposed,43.0
1,42,10,tn_bayesian,32.0
1,42,10,tn_static,43.0
1,42,10,fp_proposed,0.0
1,42,10,fp_bayesian,11.0
1,42,10,fp_static,0.0
1,42,10,fn_proposed,5.0
1,42,10,fn_bayesian,3.0
1,42,10,fn_static,7.0
1,42,10,pdr_proposed,85.42
1,42,10,pdr_bayesian,81.25
1,42,10,pdr_static,95.92
1,42,10,energy_proposed,72.76
1,42,10,energy_bayesian,73.01
1,42,10,energy_static,74.29
1,42,10,trust_mean_proposed,0.9136
1,42,10,trust_std_proposed,0.1118
1,42,10,trust_min_proposed,0.2843
1,42,10,trust_max_proposed,0.9805
1,42,10,blockchain_commit_latency_ms,1496.5513
1,42,10,blockchain_failed_commits,0.0
1,42,10,blockchain_commit_success_rate,1.0
1,42,10,packet_count_proposed,1.27791
1,42,10,packet_count_bayesian,1.244316
1,42,10,packet_count_static,1.234094
1,42,10,compute_cost_proposed,1.12
1,42,10,compute_cost_bayesian,1.1
1,42,10,compute_cost_static,0.95
1,42,10,communication_distance_proposed,478.208602
1,42,10,communication_distance_bayesian,474.904484
1,42,10,communication_distance_static,507.452202
1,42,10,routing_load_proposed,0.54
1,42,10,routing_load_bayesian,0.475
1,42,10,routing_load_static,0.55
1,42,10,routing_distance_proposed,641.092864
1,42,10,routing_distance_bayesian,581.49089
1,42,10,routing_distance_static,0.0
1,42,10,routing_noise_proposed,-0.027534
1,42,10,routing_noise_bayesian,-0.006775
1,42,10,routing_noise_static,0.0
1,42,11,accuracy_proposed,90.0
1,42,11,accuracy_bayesian,70.0
1,42,11,accuracy_static,86.0
1,42,11,precision_proposed,100.0
1,42,11,precision_bayesian,27.78
1,42,11,precision_static,0.0
1,42,11,recall_proposed,28.57
1,42,11,recall_bayesian,71.43
1,42,11,recall_static,0.0
1,42,11,f1_proposed,44.44
1,42,11,f1_bayesian,40.0
1,42,11,f1_static,0.0
1,42,11,tp_proposed,2.0
1,42,11,tp_bayesian,5.0
1,42,11,tp_static,0.0
1,42,11,tn_proposed,43.0
1,42,11,tn_bayesian,30.0
1,42,11,tn_static,43.0
1,42,11,fp_proposed,0.0
1,42,11,fp_bayesian,13.0
1,42,11,fp_static,0.0
1,42,11,fn_proposed,5.0
1,42,11,fn_bayesian,2.0
1,42,11,fn_static,7.0
1,42,11,pdr_proposed,94.0
1,42,11,pdr_bayesian,80.0
1,42,11,pdr_static,93.88
1,42,11,energy_proposed,70.08
1,42,11,energy_bayesian,70.36
1,42,11,energy_static,71.74
1,42,11,trust_mean_proposed,0.9014
1,42,11,trust_std_proposed,0.1254
1,42,11,trust_min_proposed,0.2307
1,42,11,trust_max_proposed,0.9808
1,42,11,blockchain_commit_latency_ms,1495.4069
1,42,11,blockchain_failed_commits,0.0
1,42,11,blockchain_commit_success_rate,1.0
1,42,11,packet_count_proposed,1.260075
1,42,11,packet_count_bayesian,1.235959
1,42,11,packet_count_static,1.245732
1,42,11,compute_cost_proposed,1.12
1,42,11,compute_cost_bayesian,1.1
1,42,11,compute_cost_static,0.95
1,42,11,communication_distance_proposed,507.438254
1,42,11,communication_distance_bayesian,499.590205
1,42,11,communication_distance_static,495.28444
1,42,11,routing_load_proposed,0.54
1,42,11,routing_load_bayesian,0.46
1,42,11,routing_load_static,0.55
1,42,11,routing_distance_proposed,890.281335
1,42,11,routing_distance_bayesian,547.127385
1,42,11,routing_distance_static,0.0
1,42,11,routing_noise_proposed,-0.014475
1,42,11,routing_noise_bayesian,-0.000455
1,42,11,routing_noise_static,0.0
1,42,12,accuracy_proposed,92.0
1,42,12,accuracy_bayesian,66.0
1,42,12,accuracy_static,86.0
1,42,12,precision_proposed,100.0
1,42,12,precision_bayesian,27.27
1,42,12,precision_static,0.0
1,42,12,recall_proposed,42.86
1,42,12,recall_bayesian,85.71
1,42,12,recall_static,0.0
1,42,12,f1_proposed,60.0
1,42,12,f1_bayesian,41.38
1,42,12,f1_static,0.0
1,42,12,tp_proposed,3.0
1,42,12,tp_bayesian,6.0
1,42,12,tp_static,0.0
1,42,12,tn_proposed,43.0
1,42,12,tn_bayesian,27.0
1,42,12,tn_static,43.0
1,42,12,fp_proposed,0.0
1,42,12,fp_bayesian,16.0
1,42,12,fp_static,0.0
1,42,12,fn_proposed,4.0
1,42,12,fn_bayesian,1.0
1,42,12,fn_static,7.0
1,42,12,pdr_proposed,92.0
1,42,12,pdr_bayesian,68.75
1,42,12,pdr_static,89.8
1,42,12,energy_proposed,67.36
1,42,12,energy_bayesian,67.69
1,42,12,energy_static,69.18
1,42,12,trust_mean_proposed,0.8956
1,42,12,trust_std_proposed,0.1362
1,42,12,trust_min_proposed,0.196
1,42,12,trust_max_proposed,0.9806
1,42,12,blockchain_commit_latency_ms,1505.3595
1,42,12,blockchain_failed_commits,0.0
1,42,12,blockchain_commit_success_rate,1.0
1,42,12,packet_count_proposed,1.262623
1,42,12,packet_count_bayesian,1.248267
1,42,12,packet_count_static,1.229244
1,42,12,compute_cost_proposed,1.12
1,42,12,compute_cost_bayesian,1.1
1,42,12,compute_cost_static,0.95
1,42,12,communication_distance_proposed,508.477974
1,42,12,communication_distance_bayesian,497.112534
1,42,12,communication_distance_static,508.640922
1,42,12,routing_load_proposed,0.535
1,42,12,routing_load_bayesian,0.44
1,42,12,routing_load_static,0.55
1,42,12,routing_distance_proposed,533.452448
1,42,12,routing_distance_bayesian,523.93651
1,42,12,routing_distance_static,0.0
1,42,12,routing_noise_proposed,-0.037415
1,42,12,routing_noise_bayesian,-0.008155
1,42,12,routing_noise_static,0.0
1,42,13,accuracy_proposed,92.0
1,42,13,accuracy_bayesian,74.0
1,42,13,accuracy_static,86.0
1,42,13,precision_proposed,100.0
1,42,13,precision_bayesian,31.25
1,42,13,precision_static,0.0
1,42,13,recall_proposed,42.86
1,42,13,recall_bayesian,71.43
1,42,13,recall_static,0.0
1,42,13,f1_proposed,60.0
1,42,13,f1_bayesian,43.48
1,42,13,f1_static,0.0
1,42,13,tp_proposed,3.0
1,42,13,tp_bayesian,5.0
1,42,13,tp_static,0.0
1,42,13,tn_proposed,43.0
1,42,13,tn_bayesian,32.0
1,42,13,tn_static,43.0
1,42,13,fp_proposed,0.0
1,42,13,fp_bayesian,11.0
1,42,13,fp_static,0.0
1,42,13,fn_proposed,4.0
1,42,13,fn_bayesian,2.0
1,42,13,fn_static,7.0
1,42,13,pdr_proposed,84.0
1,42,13,pdr_bayesian,85.71
1,42,13,pdr_static,89.58
1,42,13,energy_proposed,64.64
1,42,13,energy_bayesian,65.0
1,42,13,energy_static,66.58
1,42,13,trust_mean_proposed,0.8957
1,42,13,trust_std_proposed,0.1307
1,42,13,trust_min_proposed,0.2227
1,42,13,trust_max_proposed,0.9806
1,42,13,blockchain_commit_latency_ms,1496.0308
1,42,13,blockchain_failed_commits,0.0
1,42,13,blockchain_commit_success_rate,1.0
1,42,13,packet_count_proposed,1.280717
1,42,13,packet_count_bayesian,1.268337
1,42,13,packet_count_static,1.262733
1,42,13,compute_cost_proposed,1.12
1,42,13,compute_cost_bayesian,1.1
1,42,13,compute_cost_static,0.95
1,42,13,communication_distance_proposed,517.328657
1,42,13,communication_distance_bayesian,496.809633
1,42,13,communication_distance_static,502.454354
1,42,13,routing_load_proposed,0.535
1,42,13,routing_load_bayesian,0.47
1,42,13,routing_load_static,0.55
1,42,13,routing_distance_proposed,476.799228
1,42,13,routing_distance_bayesian,558.242513
1,42,13,routing_distance_static,0.0
1,42,13,routing_noise_proposed,-0.002014
1,42,13,routing_noise_bayesian,0.013937
1,42,13,routing_noise_static,0.0
1,42,14,accuracy_proposed,92.0
1,42,14,accuracy_bayesian,74.0
1,42,14,accuracy_static,86.0
1,42,14,precision_proposed,100.0
1,42,14,precision_bayesian,31.25
1,42,14,precision_static,0.0
1,42,14,recall_proposed,42.86
1,42,14,recall_bayesian,71.43
1,42,14,recall_static,0.0
1,42,14,f1_proposed,60.0
1,42,14,f1_bayesian,43.48
1,42,14,f1_static,0.0
1,42,14,tp_proposed,3.0
1,42,14,tp_bayesian,5.0
1,42,14,tp_static,0.0
1,42,14,tn_proposed,43.0
1,42,14,tn_bayesian,32.0
1,42,14,tn_static,43.0
1,42,14,fp_proposed,0.0
1,42,14,fp_bayesian,11.0
1,42,14,fp_static,0.0
1,42,14,fn_proposed,4.0
1,42,14,fn_bayesian,2.0
1,42,14,fn_static,7.0
1,42,14,pdr_proposed,97.87
1,42,14,pdr_bayesian,83.67
1,42,14,pdr_static,93.88
1,42,14,energy_proposed,61.88
1,42,14,energy_bayesian,62.3
1,42,14,energy_static,64.04
1,42,14,trust_mean_proposed,0.8893
1,42,14,trust_std_proposed,0.1323
1,42,14,trust_min_proposed,0.2327
1,42,14,trust_max_proposed,0.9783
1,42,14,blockchain_commit_latency_ms,1500.2945
1,42,14,blockchain_failed_commits,0.0
1,42,14,blockchain_commit_success_rate,1.0
1,42,14,packet_count_proposed,1.297554
1,42,14,packet_count_bayesian,1.264854
