seed,run_id,interval,metric_name,value
42,1,11,routing_noise_proposed,-0.039297
42,1,11,routing_noise_bayesian,-0.003385
42,1,11,routing_noise_static,0.0
42,1,12,accuracy_proposed,86.0
42,1,12,accuracy_bayesian,82.0
42,1,12,accuracy_static,86.0
42,1,12,precision_proposed,0.0
42,1,12,precision_bayesian,40.0
42,1,12,precision_static,0.0
42,1,12,recall_proposed,0.0
42,1,12,recall_bayesian,57.14
42,1,12,recall_static,0.0
42,1,12,f1_proposed,0.0
42,1,12,f1_bayesian,47.06
42,1,12,f1_static,0.0
42,1,12,tp_proposed,0.0
42,1,12,tp_bayesian,4.0
42,1,12,tp_static,0.0
42,1,12,tn_proposed,43.0
42,1,12,tn_bayesian,37.0
42,1,12,tn_static,43.0
42,1,12,fp_proposed,0.0
42,1,12,fp_bayesian,6.0
42,1,12,fp_static,0.0
42,1,12,fn_proposed,7.0
42,1,12,fn_bayesian,3.0
42,1,12,fn_static,7.0
42,1,12,pdr_proposed,94.0
42,1,12,pdr_bayesian,79.17
42,1,12,pdr_static,89.8
42,1,12,energy_proposed,67.38
42,1,12,energy_bayesian,67.57
42,1,12,energy_static,69.14
42,1,12,trust_mean_proposed,0.8438
42,1,12,trust_std_proposed,0.0428
42,1,12,trust_min_proposed,0.6612
42,1,12,trust_max_proposed,0.8716
42,1,12,blockchain_commit_latency_ms,1505.3595
42,1,12,blockchain_failed_commits,0.0
42,1,12,blockchain_commit_success_rate,1.0
42,1,12,packet_count_proposed,1.256059
42,1,12,packet_count_bayesian,1.274165
42,1,12,packet_count_static,1.237429
42,1,12,compute_cost_proposed,1.12
42,1,12,compute_cost_bayesian,1.1
42,1,12,compute_cost_static,0.95
42,1,12,communication_distance_proposed,475.105822
42,1,12,communication_distance_bayesian,512.352771
42,1,12,communication_distance_static,510.874708
42,1,12,routing_load_proposed,0.545
42,1,12,routing_load_bayesian,0.47
42,1,12,routing_load_static,0.55
42,1,12,routing_distance_proposed,637.978716
42,1,12,routing_distance_bayesian,444.115098
42,1,12,routing_distance_static,0.0
