model,seed,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,params,runtime_seconds
fft,42,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.35828495025634766
fft,43,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.35312628746032715
fft,44,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.3685476779937744
fft,45,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.3491497039794922
fft,46,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.3803236484527588
fft,47,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.3400568962097168
fft,48,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.4058716297149658
fft,49,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.46356654167175293
fft,50,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.43247342109680176
fft,51,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.3471841812133789
fft,52,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.37587666511535645
fft,53,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.34658002853393555
fft,54,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.36469364166259766
fft,55,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.3570535182952881
fft,56,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.3589646816253662
fft,57,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.35060882568359375
fft,58,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.3384110927581787
fft,59,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.5114169120788574
fft,60,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.454636812210083
fft,61,0.92,0.8511904761904762,0.75,0.75,0.75,0.9126984126984127,0.7802723300460915,0,0.3466341495513916
