model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean,class_imbalance_gt_5_to_1,duplicate_train_val,duplicate_train_test,duplicate_val_test
logistic_regression,train,1.0,0.9999999998076923,0.9999999998076923,0.9999999948076923,1.0,1.0,0.04304431001178478,0.013284492488256517,52,297,0,0,0.1,1.0,0.9999999998076923,0.9999999998076923,0.9999999948076923,0.8539784397750686,0.8539784397750686,True,0,0,0
logistic_regression,val,1.0,0.999999999090909,0.999999999090909,0.999999994090909,1.0,1.0,0.041932607331947855,0.010396116884914514,11,63,0,0,0.1,1.0,0.999999999090909,0.999999999090909,0.999999994090909,0.849688211435613,0.849688211435613,True,0,0,0
logistic_regression,test,1.0,0.9999999991666666,0.9999999991666666,0.9999999941666666,1.0,1.0,0.07963576961963863,0.04605265281188476,12,65,0,0,0.1,1.0,0.9999999991666666,0.9999999991666666,0.9999999941666666,0.8827601882383787,0.8827601882383787,True,0,0,0
random_forest,train,1.0,0.9999999998076923,0.9999999998076923,0.9999999948076923,1.0,0.9999999999999999,0.023799749322238307,0.0012326009582500235,52,297,0,0,0.1,1.0,0.9999999998076923,0.9999999998076923,0.9999999948076923,0.8446283156045697,0.8446283156045697,True,0,0,0
random_forest,val,1.0,0.999999999090909,0.999999999090909,0.999999994090909,1.0,1.0,0.031171028687860054,0.0051590944566791645,11,63,0,0,0.1,1.0,0.999999999090909,0.999999999090909,0.999999994090909,0.8496880924639464,0.8496880924639464,True,0,0,0
random_forest,test,0.987012987012987,0.999999999090909,0.9166666659027777,0.9565217333081286,1.0,1.0,0.0518531551052611,0.04772054342197666,11,65,0,1,0.1,0.987012987012987,0.9166666659027777,0.999999999090909,0.9565217333081286,0.8885163726150861,0.8885163726150861,True,0,0,0
