model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean
lstm_baseline,train,0.30113636363636365,0.17845117845117844,0.9636363636363636,0.30113636363636365,0.8418120599938782,0.7351870795040627,0.34584084791927905,0.1890534666742451,53,53,244,2,0.40000000000000013,0.30113636363636365,0.9636363636363636,0.17845117845117844,0.30113636363636365,0.5291789379554704,0.5291789379554704
lstm_baseline,val,0.3108108108108108,0.1774193548387097,1.0,0.3013698630136986,0.746031746031746,0.5484274079878373,0.34040599602121,0.20461025622109183,11,12,51,0,0.40000000000000013,0.3108108108108108,1.0,0.1774193548387097,0.3013698630136986,0.532242146865012,0.532242146865012
lstm_baseline,test,0.2727272727272727,0.17647058823529413,1.0,0.3,0.941025641025641,0.8694338270425227,0.3703039288403325,0.19237809909984532,12,9,56,0,0.40000000000000013,0.2727272727272727,1.0,0.17647058823529413,0.3,0.5059337354806385,0.5059337354806385
