model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean
lstm_baseline,train,0.8153409090909091,0.42528735632183906,0.7115384615384616,0.5323741007194245,0.8369871794871795,0.6139096917832958,0.225006187779857,0.13835677389895623,37,250,50,15,0.40000000000000013,0.8153409090909091,0.7115384615384616,0.42528735632183906,0.5323741007194245,0.6272665394928704,0.6272665394928704
lstm_baseline,val,0.7567567567567568,0.36,0.8181818181818182,0.5,0.8427128427128427,0.7949468713105078,0.2764168526179731,0.15664215046312027,9,47,16,2,0.40000000000000013,0.7567567567567568,0.8181818181818182,0.36,0.5,0.589982746385715,0.589982746385715
lstm_baseline,test,0.8181818181818182,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.9012820512820513,0.8186967936689852,0.24867713177706732,0.1202905403427467,10,53,12,2,0.40000000000000013,0.8181818181818182,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.6133468698996166,0.6133468698996166
