scenario,noise_level,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,threshold,n_samples,mean_probability
gaussian_noise_0.00,0.0,0.92,0.7837301587301587,0.875,0.5833333333333334,0.7000000000000001,0.9497354497354498,0.8432407407407408,0.5,75.0,0.17899328470230103
gaussian_noise_0.10,0.1,0.8533333333333334,0.7440476190476191,0.5384615384615384,0.5833333333333334,0.5599999999999999,0.9219576719576721,0.7814747709291054,0.5,75.0,0.20085741579532623
gaussian_noise_0.20,0.2,0.8666666666666667,0.7182539682539683,0.6,0.5,0.5454545454545454,0.8650793650793651,0.6427068302068303,0.5,75.0,0.167438805103302
gaussian_noise_0.30,0.3,0.8533333333333334,0.6428571428571428,0.5714285714285714,0.3333333333333333,0.4210526315789474,0.8095238095238095,0.5417937743204896,0.5,75.0,0.10679556429386139
gaussian_noise_0.40,0.4,0.8533333333333334,0.6428571428571428,0.5714285714285714,0.3333333333333333,0.4210526315789474,0.7685185185185185,0.501798115820482,0.5,75.0,0.07484927773475647
gaussian_noise_0.50,0.5,0.8666666666666667,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.7447089947089947,0.4788839020456667,0.5,75.0,0.03974688798189163
missing_segments,,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.9523809523809523,0.8671468070135673,0.5,75.0,0.12714897096157074
sensor_failure,,0.8533333333333334,0.5753968253968254,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5066137566137566,0.42573412698412694,0.5,75.0,0.10458993911743164
