model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean,class_imbalance_gt_5_to_1,duplicate_train_val,duplicate_train_test,duplicate_val_test
logistic_regression,train,1.0,0.9999999998148148,0.9999999998148148,0.9999999948148148,1.0,1.0,0.09367581952426027,0.03297068734509224,54,323,0,0,0.30000000000000004,1.0,0.9999999998148148,0.9999999998148148,0.9999999948148148,0.8851956156212071,0.8851956156212071,True,0,0,0
logistic_regression,val,0.9324324324324325,0.749999999375,0.8181818174380164,0.7826086899810963,0.8701298701298701,0.8133694626175829,0.045671436632127624,0.05478703835321299,9,60,3,2,0.30000000000000004,0.9324324324324325,0.8181818174380164,0.749999999375,0.7826086899810963,0.849688093463299,0.849688093463299,True,0,0,0
logistic_regression,test,0.8831168831168831,0.6153846149112425,0.666666666111111,0.639999994496,0.7987179487179487,0.7152612166739952,0.05939758298966779,0.08005328381709215,8,60,5,4,0.30000000000000004,0.8831168831168831,0.666666666111111,0.6153846149112425,0.639999994496,0.8567425469767636,0.8567425469767636,True,0,0,0
random_forest,train,1.0,0.9999999998148148,0.9999999998148148,0.9999999948148148,1.0,0.9999999999999999,0.008869599431090357,0.00010834388494714417,54,323,0,0,0.30000000000000004,1.0,0.9999999998148148,0.9999999998148148,0.9999999948148148,0.8479139063973309,0.8479139063973309,True,0,0,0
random_forest,val,0.972972972972973,0.9999999988888888,0.8181818174380164,0.8999999941499999,0.9235209235209236,0.8690753690753692,0.04482489982777884,0.038347328944562054,9,63,0,2,0.30000000000000004,0.972972972972973,0.8181818174380164,0.9999999988888888,0.8999999941499999,0.8496881438056958,0.8496881438056958,True,0,0,0
random_forest,test,0.9090909090909091,0.7777777769135802,0.5833333328472222,0.6666666611337869,0.8698717948717949,0.7387612387612389,0.04681785445352987,0.06637103828371374,7,63,2,5,0.30000000000000004,0.9090909090909091,0.5833333328472222,0.7777777769135802,0.6666666611337869,0.8523509401810286,0.8523509401810286,True,0,0,0
