model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean
lstm_baseline,train,1.0,1.0,1.0,1.0,1.0,1.0,0.42463075055854654,0.18344409030385161,50,270,0,0,0.5000000000000001,1.0,1.0,1.0,1.0,0.5141739103330949,0.5141739103330949
lstm_baseline,val,1.0,1.0,1.0,1.0,1.0,1.0,0.42586835267918044,0.18442436147346417,11,63,0,0,0.5000000000000001,1.0,1.0,1.0,1.0,0.5145491033824101,0.5145491033824101
lstm_baseline,test,1.0,1.0,1.0,1.0,1.0,1.0,0.4246483027443931,0.18301889703873372,12,65,0,0,0.5000000000000001,1.0,1.0,1.0,1.0,0.5172660431895245,0.5172660431895245
