model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean,class_imbalance_gt_5_to_1,duplicate_train_val,duplicate_train_test,duplicate_val_test
logistic_regression,train,1.0,0.9999999998076923,0.9999999998076923,0.9999999948076923,1.0,1.0,0.043136166088784934,0.01580891011842102,52,297,0,0,0.1,1.0,0.9999999998076923,0.9999999998076923,0.9999999948076923,0.8571305000181068,0.8571305000181068,True,0,0,0
logistic_regression,val,1.0,0.999999999090909,0.999999999090909,0.999999994090909,1.0,1.0,0.038855303429730606,0.009729315350238412,11,63,0,0,0.1,1.0,0.999999999090909,0.999999999090909,0.999999994090909,0.8496880967862385,0.8496880967862385,True,0,0,0
logistic_regression,test,1.0,0.9999999991666666,0.9999999991666666,0.9999999941666666,1.0,1.0,0.05870534422441566,0.02572921862102002,12,65,0,0,0.1,1.0,0.9999999991666666,0.9999999991666666,0.9999999941666666,0.8657972132976464,0.8657972132976464,True,0,0,0
random_forest,train,1.0,0.9999999998076923,0.9999999998076923,0.9999999948076923,1.0,1.0,0.025291858227188817,0.0014817212072011769,52,297,0,0,0.15000000000000002,1.0,0.9999999998076923,0.9999999998076923,0.9999999948076923,0.8456235205054746,0.8456235205054746,True,0,0,0
random_forest,val,1.0,0.999999999090909,0.999999999090909,0.999999994090909,1.0,1.0,0.035670869854439596,0.007942139305204555,11,63,0,0,0.15000000000000002,1.0,0.999999999090909,0.999999999090909,0.999999994090909,0.8496881186210109,0.8496881186210109,True,0,0,0
random_forest,test,1.0,0.9999999991666666,0.9999999991666666,0.9999999941666666,1.0,1.0,0.05577535765767975,0.023999467594353334,12,65,0,0,0.15000000000000002,1.0,0.9999999991666666,0.9999999991666666,0.9999999941666666,0.8643105387992362,0.8643105387992362,True,0,0,0
