model,split,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,tp,tn,fp,fn,threshold_used,C,RP,P,A,TI,trust_mean
lstm_baseline,train,0.7784090909090909,0.37,0.7115384615384616,0.48684210526315785,0.8331410256410257,0.608772897365765,0.26139648938216725,0.15469424491802167,37,237,63,15,0.40000000000000013,0.7784090909090909,0.7115384615384616,0.37,0.48684210526315785,0.5914428037533892,0.5914428037533892
lstm_baseline,val,0.7297297297297297,0.3333333333333333,0.8181818181818182,0.4736842105263157,0.8441558441558441,0.794375661413073,0.32184772011127916,0.16885938545393228,9,45,18,2,0.40000000000000013,0.7297297297297297,0.8181818181818182,0.3333333333333333,0.4736842105263157,0.5591663214061373,0.5591663214061373
lstm_baseline,test,0.7792207792207793,0.4,0.8333333333333334,0.5405405405405406,0.9051282051282051,0.822035868762624,0.27011185685694966,0.14048466936821472,10,50,15,2,0.40000000000000013,0.7792207792207793,0.8333333333333334,0.4,0.5405405405405406,0.5766143006876631,0.5766143006876631
