scenario,noise_level,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,threshold,n_samples,mean_probability
gaussian_noise_0.00,0.0,0.9466666666666667,0.8333333333333333,1.0,0.6666666666666666,0.8,0.958994708994709,0.8795070871157828,0.5,75.0,0.1305805891752243
gaussian_noise_0.10,0.1,0.92,0.7837301587301587,0.875,0.5833333333333334,0.7000000000000001,0.9285714285714285,0.8045100732600734,0.5,75.0,0.11954795569181442
gaussian_noise_0.20,0.2,0.8666666666666667,0.6170634920634921,0.75,0.25,0.375,0.8941798941798942,0.6805158730158731,0.5,75.0,0.07148519158363342
gaussian_noise_0.30,0.3,0.8533333333333334,0.5753968253968254,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.8544973544973544,0.5857691686543431,0.5,75.0,0.04469890519976616
gaussian_noise_0.40,0.4,0.8266666666666667,0.49206349206349204,0.0,0.0,0.0,0.82010582010582,0.4710772214731717,0.5,75.0,0.012086124159395695
gaussian_noise_0.50,0.5,0.84,0.5,0.0,0.0,0.0,0.7857142857142857,0.4097218095992606,0.5,75.0,0.006394054275006056
missing_segments,,0.8933333333333333,0.6666666666666666,1.0,0.3333333333333333,0.5,0.9457671957671958,0.850735117279235,0.5,75.0,0.05950019881129265
sensor_failure,,0.88,0.625,1.0,0.25,0.4,0.5171957671957672,0.4509722222222222,0.5,75.0,0.06357964128255844
