model,seed,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,params,runtime_seconds
moving_average,42,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.049764156341552734
moving_average,43,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.043611764907836914
moving_average,44,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.04501509666442871
moving_average,45,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.04162335395812988
moving_average,46,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.04166984558105469
moving_average,47,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.042768239974975586
moving_average,48,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.040793418884277344
moving_average,49,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.041861534118652344
moving_average,50,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.041913509368896484
moving_average,51,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.04041743278503418
moving_average,52,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.04031944274902344
moving_average,53,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.048326969146728516
moving_average,54,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.04165387153625488
moving_average,55,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.04326486587524414
moving_average,56,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.04333305358886719
moving_average,57,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.03967618942260742
moving_average,58,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.041373491287231445
moving_average,59,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.03158450126647949
moving_average,60,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.0411839485168457
moving_average,61,0.4666666666666667,0.5138888888888888,0.16666666666666666,0.5833333333333334,0.25925925925925924,0.4338624338624339,0.15536940980369196,0,0.034316062927246094
